Product,Product_Brand,Item_Category,Subcategory_1,Subcategory_2,Item_Rating,Selling_Price,Is_Holiday,Year,Month,Week,Day,Dayofweek,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start
1340,117,35,87,210,1.8,352.0,1,2019,1,2,12,5,False,False,False,False
2175,552,11,81,266,3.6,691.0,0,2016,12,50,12,0,False,False,False,False
1705,260,8,78,185,4.0,1490.0,0,2019,6,25,23,6,False,False,False,False
1122,670,11,128,330,4.6,497.0,0,2017,7,26,1,5,False,True,False,True
678,806,8,11,138,4.3,1390.0,0,2018,2,8,24,5,False,False,False,False
2251,670,11,128,103,2.5,1299.0,0,2015,12,53,29,1,False,False,False,False
1374,670,11,128,330,3.3,791.0,1,2013,1,2,12,5,False,False,False,False
1829,316,35,12,30,4.5,381.0,0,2016,12,52,30,4,False,False,False,False
770,847,32,68,168,2.6,291.0,0,2018,3,11,18,6,False,False,False,False
2207,436,35,107,316,4.1,20961.0,0,2020,1,1,1,2,False,True,False,True
1486,670,11,128,103,2.0,646.0,1,2013,1,2,12,5,False,False,False,False
2194,436,35,107,316,4.2,28841.0,0,2015,1,1,1,3,False,True,False,True
1427,159,35,107,316,1.3,36339.0,0,2018,1,1,1,0,False,True,False,True
1448,670,11,81,266,3.6,529.0,0,2016,6,23,12,6,False,False,False,False
2193,436,35,107,316,1.3,25901.0,0,2017,1,52,1,6,False,True,False,True
729,670,9,45,86,1.0,507.0,0,2012,1,2,12,3,False,False,False,False
947,670,48,109,128,1.5,452.0,1,2013,1,2,12,5,False,False,False,False
405,728,35,2,48,2.4,269.0,0,2014,2,9,28,4,True,False,False,False
1606,872,11,128,181,1.0,180.0,0,2015,7,27,1,2,False,True,False,True
636,670,11,128,330,3.3,447.0,0,2015,12,53,30,2,False,False,False,False
81,575,5,3,58,3.4,350.0,0,2014,4,17,21,0,False,False,False,False
593,670,11,128,330,5.0,889.0,0,2014,7,27,1,1,False,True,False,True
853,901,68,4,91,2.0,298.0,0,2017,3,13,28,1,False,False,False,False
1881,670,9,45,86,1.3,398.0,1,2015,1,3,12,0,False,False,False,False
2063,315,27,100,316,1.0,1147.0,0,2018,12,52,29,5,False,False,False,False
1227,70,35,87,210,3.9,445.0,1,2014,1,2,12,6,False,False,False,False
1375,670,68,109,129,1.2,148.0,1,2017,1,2,12,3,False,False,False,False
1118,11,30,117,269,4.7,2346.0,0,2018,4,13,1,6,False,True,False,True
2218,436,35,107,316,2.4,33068.0,0,2016,1,53,1,4,False,True,False,True
702,670,11,128,330,4.0,761.0,0,2016,6,22,1,2,False,True,False,False
1627,670,11,128,330,4.7,394.0,0,2017,12,52,30,5,False,False,False,False
603,775,5,21,55,3.9,234.0,0,2016,2,5,6,5,False,False,False,False
92,163,35,107,9,1.0,2497.0,0,2018,5,21,27,6,False,False,False,False
296,680,5,3,58,3.5,592.0,0,2014,5,21,24,5,False,False,False,False
772,847,32,68,168,3.4,297.0,0,2016,3,11,18,4,False,False,False,False
378,715,11,81,331,2.6,745.0,0,2017,6,24,13,1,False,False,False,False
942,937,45,118,60,4.7,1491.0,0,2013,1,1,1,1,False,True,False,True
13,124,5,3,58,4.2,1374.0,1,2017,1,2,12,3,False,False,False,False
572,725,11,63,132,4.6,1415.0,0,2017,11,44,3,4,False,False,False,False
1045,988,35,87,210,2.7,289.0,1,2019,1,2,12,5,False,False,False,False
1127,980,30,117,269,3.9,595.0,0,2017,1,52,1,6,False,True,False,True
1132,20,9,52,137,1.0,1330.0,0,2016,3,12,22,1,False,False,False,False
458,745,30,113,336,1.3,445.0,0,2017,12,50,12,1,False,False,False,False
2233,670,38,22,248,4.0,241.0,1,2014,1,2,12,6,False,False,False,False
1264,83,45,118,60,1.3,993.0,0,2013,1,1,1,1,False,True,False,True
288,425,11,128,181,2.9,290.0,0,2020,7,27,1,2,False,True,False,True
39,558,5,3,57,2.7,392.0,1,2015,1,3,12,0,False,False,False,False
270,666,11,63,157,3.1,538.0,0,2016,3,11,18,4,False,False,False,False
1948,670,11,81,297,3.1,299.0,0,2016,12,50,13,1,False,False,False,False
1660,241,35,12,46,1.1,599.0,0,2019,12,51,20,4,False,False,False,False
1165,37,11,63,45,1.1,268.0,0,2017,12,49,5,1,False,False,False,False
1327,670,11,128,103,3.7,992.0,0,2017,7,26,1,5,False,True,False,True
624,789,35,107,316,1.3,25001.0,0,2020,1,1,1,2,False,True,False,True
2118,403,11,128,181,5.0,802.0,0,2013,7,27,1,0,False,True,False,True
1650,552,11,81,266,4.1,460.0,0,2012,6,24,12,1,False,False,False,False
2228,436,35,107,316,2.8,19558.0,0,2014,1,1,1,2,False,True,False,True
582,770,14,88,257,4.0,2394.0,1,2019,1,2,12,5,False,False,False,False
46,563,58,123,316,1.4,790.0,0,2014,10,40,5,6,False,False,False,False
1624,452,27,100,316,3.1,1899.0,0,2012,12,52,29,5,False,False,False,False
2308,670,38,22,253,4.6,191.0,1,2019,1,2,12,5,False,False,False,False
823,887,30,125,323,2.2,994.0,0,2015,12,53,29,1,False,False,False,False
859,670,63,123,316,4.7,391.0,0,2020,6,23,1,0,False,True,False,False
1501,190,35,107,316,1.4,31468.0,0,2019,6,22,1,5,False,True,False,False
1956,358,10,19,179,2.6,231.0,0,2019,12,52,29,6,False,False,False,False
76,575,5,3,39,1.8,214.0,0,2015,3,12,18,2,False,False,False,False
1673,250,11,128,181,2.3,191.0,0,2016,6,25,20,0,False,False,False,False
386,718,7,10,289,4.0,582.0,1,2013,1,2,12,5,False,False,False,False
126,670,25,129,61,3.2,493.0,1,2015,1,3,12,0,False,False,False,False
843,552,11,128,330,4.8,489.0,0,2018,12,52,30,6,False,False,False,False
1725,670,11,128,330,1.4,589.0,0,2019,6,22,1,5,False,True,False,False
159,611,30,125,218,4.5,1791.0,0,2014,12,1,31,2,True,False,True,False
1556,204,35,107,316,2.1,1732.0,0,2017,6,22,1,3,False,True,False,False
1594,124,5,3,58,3.9,1348.0,1,2013,1,2,12,5,False,False,False,False
1203,55,35,87,210,3.7,441.0,1,2017,1,2,12,3,False,False,False,False
1528,190,35,107,316,1.4,28100.0,0,2015,1,1,1,3,False,True,False,True
1099,670,18,1,176,1.7,1563.0,0,2019,7,27,1,0,False,True,False,True
554,0,5,3,58,1.8,1486.0,1,2015,1,3,12,0,False,False,False,False
1207,61,35,107,316,1.1,26996.0,0,2019,1,1,1,1,False,True,False,True
464,748,35,87,210,1.1,139.0,1,2014,1,2,12,6,False,False,False,False
776,849,11,81,266,1.1,2285.0,0,2016,11,44,6,6,False,False,False,False
1074,1003,25,64,117,4.6,240.0,0,2020,10,41,5,0,False,False,False,False
1837,670,9,24,207,4.8,280.0,0,2016,12,50,12,0,False,False,False,False
557,588,45,118,60,4.3,1003.0,0,2019,1,1,1,1,False,True,False,True
1789,670,25,129,113,4.3,1790.0,0,2019,1,1,1,1,False,True,False,True
2189,434,5,3,54,1.3,3349.0,0,2018,2,8,25,6,False,False,False,False
2033,124,5,3,58,4.1,1594.0,1,2015,1,3,12,0,False,False,False,False
376,713,5,3,54,3.1,989.0,0,2016,2,8,25,3,False,False,False,False
1507,190,35,107,316,4.8,21083.0,0,2019,1,1,1,1,False,True,False,True
2305,473,14,70,317,1.0,2998.0,0,2012,12,52,29,5,False,False,False,False
2201,436,35,107,316,2.2,19584.0,0,2020,1,1,1,2,False,True,False,True
661,670,11,63,132,2.1,856.0,0,2013,12,51,20,4,False,False,False,False
2022,670,11,128,330,3.7,489.0,0,2015,1,1,1,3,False,True,False,True
2147,670,38,22,239,1.9,173.0,1,2017,1,2,12,3,False,False,False,False
1390,141,38,29,233,4.3,489.0,0,2012,1,2,12,3,False,False,False,False
711,670,11,128,103,5.0,617.0,0,2018,7,26,1,6,False,True,False,True
416,802,11,128,181,3.3,337.0,0,2018,7,26,1,6,False,True,False,True
1691,670,11,128,330,1.2,798.0,1,2016,1,2,12,1,False,False,False,False
567,661,7,8,19,3.1,486.0,0,2017,12,50,12,1,False,False,False,False
887,913,35,87,210,2.4,393.0,0,2012,1,2,12,3,False,False,False,False
1147,28,35,12,46,4.3,451.0,0,2012,12,51,20,3,False,False,False,False
504,670,8,11,25,3.3,760.0,0,2012,12,50,12,2,False,False,False,False
912,458,11,128,330,3.9,396.0,0,2012,12,52,30,6,False,False,False,False
1136,23,5,3,57,4.1,947.0,1,2014,1,2,12,6,False,False,False,False
902,922,33,121,140,1.6,890.0,0,2015,1,1,1,3,False,True,False,True
1413,151,35,87,210,4.7,348.0,1,2017,1,2,12,3,False,False,False,False
1542,195,32,68,298,4.6,491.0,0,2020,4,17,24,4,False,False,False,False
2065,394,27,100,316,3.9,1143.0,0,2012,12,52,29,5,False,False,False,False
1070,1001,7,61,22,5.0,350.0,0,2014,10,40,5,6,False,False,False,False
1720,315,11,128,181,1.2,283.0,0,2018,7,26,1,6,False,True,False,True
2011,374,5,3,58,2.1,1394.0,0,2017,4,17,25,1,False,False,False,False
2151,670,38,22,239,2.8,215.0,1,2016,1,2,12,1,False,False,False,False
324,694,5,3,58,2.2,442.0,0,2020,4,16,16,3,False,False,False,False
1962,360,11,128,330,1.4,299.0,0,2013,3,13,25,0,False,False,False,False
592,670,11,63,132,5.0,1987.0,0,2017,6,22,1,3,False,True,False,False
1498,190,35,107,316,4.4,24057.0,0,2017,1,52,1,6,False,True,False,True
846,899,35,87,210,2.8,494.0,1,2015,1,3,12,0,False,False,False,False
670,670,25,129,61,3.4,1192.0,0,2012,4,15,12,3,False,False,False,False
734,829,48,91,68,1.6,951.0,0,2016,12,52,31,5,True,False,True,False
119,587,38,69,167,1.1,131.0,1,2013,1,2,12,5,False,False,False,False
1047,670,11,128,330,3.8,690.0,0,2014,4,14,1,1,False,True,False,True
1551,201,11,128,181,3.7,323.0,1,2016,4,17,28,3,False,False,False,False
1120,13,45,84,201,3.3,115.0,0,2020,6,25,20,5,False,False,False,False
979,955,30,113,104,4.9,10885.0,0,2013,4,14,1,0,False,True,False,True
1103,670,11,81,297,3.8,703.0,0,2020,7,27,1,2,False,True,False,True
1929,347,11,63,45,1.4,989.0,0,2019,10,40,6,6,False,False,False,False
2205,436,35,107,316,1.4,25573.0,0,2018,1,1,1,0,False,True,False,True
957,943,73,130,101,1.2,445.0,0,2017,4,17,24,0,False,False,False,False
12,543,35,96,270,3.3,540.0,0,2016,5,20,22,6,False,False,False,False
125,590,25,82,61,4.3,796.0,0,2019,5,20,17,4,False,False,False,False
1820,670,11,128,330,4.5,870.0,0,2012,1,2,12,3,False,False,False,False
2447,726,11,128,181,2.7,135.0,0,2020,7,27,1,2,False,True,False,True
1223,670,11,128,330,4.2,489.0,0,2014,7,27,1,1,False,True,False,True
2070,452,27,100,316,2.8,1295.0,0,2012,12,52,29,5,False,False,False,False
1292,670,11,81,297,3.0,695.0,0,2016,7,26,1,4,False,True,False,True
2187,433,35,12,30,3.0,455.0,0,2017,12,50,12,1,False,False,False,False
978,955,30,113,104,4.6,2747.0,0,2013,3,9,1,4,False,True,False,False
1825,961,61,93,82,3.2,6690.0,0,2018,4,17,23,0,False,False,False,False
1174,726,11,128,181,1.6,343.0,0,2018,7,26,1,6,False,True,False,True
577,670,11,128,330,1.0,324.0,0,2018,12,52,30,6,False,False,False,False
1004,670,25,129,145,4.9,951.0,0,2017,12,52,31,6,True,False,True,False
783,857,5,21,54,4.6,459.0,0,2017,6,24,13,1,False,False,False,False
1447,670,25,129,329,4.6,692.0,0,2017,12,52,29,4,False,False,False,False
1644,233,19,46,175,2.0,325.0,0,2019,3,12,19,1,False,False,False,False
1904,670,73,130,212,2.2,992.0,0,2017,7,26,1,5,False,True,False,True
1439,165,10,19,179,2.2,1373.0,0,2019,12,52,29,6,False,False,False,False
1848,321,32,16,40,4.0,1346.0,0,2013,1,1,1,1,False,True,False,True
489,759,75,123,316,2.6,1063.0,0,2015,3,10,4,2,False,False,False,False
207,726,11,128,181,2.0,399.0,0,2017,7,26,1,5,False,True,False,True
1021,973,7,8,24,2.7,954.0,0,2019,12,50,12,3,False,False,False,False
868,670,25,129,329,3.1,399.0,0,2016,12,52,29,3,False,False,False,False
653,670,11,128,330,2.0,391.0,0,2018,12,52,30,6,False,False,False,False
1505,190,35,107,316,1.5,24437.0,0,2015,1,1,1,3,False,True,False,True
845,914,1,123,316,2.5,991.0,0,2014,10,41,6,0,False,False,False,False
538,516,67,121,127,2.4,346.0,0,2020,7,27,1,2,False,True,False,True
1377,136,30,20,150,3.0,389.0,0,2016,6,24,15,2,False,False,False,False
1815,307,11,128,103,4.4,2396.0,0,2020,12,49,6,6,False,False,False,False
1777,670,11,128,330,4.3,757.0,1,2013,1,2,12,5,False,False,False,False
34,556,14,70,5,4.3,537.0,0,2016,11,44,3,3,False,False,False,False
865,670,25,129,61,4.4,497.0,0,2014,4,15,12,5,False,False,False,False
2302,473,45,118,60,3.3,1550.0,0,2019,1,1,1,1,False,True,False,True
1461,175,35,87,210,2.7,293.0,1,2013,1,2,12,5,False,False,False,False
406,670,9,45,86,1.3,340.0,1,2018,1,2,12,4,False,False,False,False
1119,12,27,75,280,3.1,17997.0,0,2012,12,1,31,0,True,False,True,False
1273,88,30,125,323,3.0,8098.0,0,2015,12,53,29,1,False,False,False,False
1807,670,25,129,61,1.7,1321.0,1,2014,1,2,12,6,False,False,False,False
2050,670,11,128,330,4.8,194.0,0,2018,12,50,12,2,False,False,False,False
2438,530,32,16,40,2.7,841.0,0,2019,12,50,12,3,False,False,False,False
1463,175,35,87,210,3.3,199.0,1,2016,1,2,12,1,False,False,False,False
316,648,35,87,210,2.0,797.0,1,2013,1,2,12,5,False,False,False,False
98,576,11,63,45,1.8,438.0,0,2018,4,16,21,5,False,False,False,False
2043,124,5,3,58,2.8,1598.0,1,2019,1,2,12,5,False,False,False,False
434,736,45,84,66,1.9,263.0,0,2017,3,12,25,5,False,False,False,False
901,921,32,16,40,5.0,998.0,0,2019,12,50,12,3,False,False,False,False
1590,216,38,119,302,2.0,221.0,0,2015,11,45,3,1,False,False,False,False
2255,448,35,107,316,3.1,27851.0,0,2014,7,27,1,1,False,True,False,True
1462,175,35,87,210,3.6,249.0,1,2017,1,2,12,3,False,False,False,False
907,924,67,121,127,1.6,898.0,0,2020,7,27,1,2,False,True,False,True
253,458,11,128,330,1.7,296.0,0,2013,12,1,30,0,False,False,False,False
1168,39,35,12,46,3.2,446.0,0,2017,12,51,20,2,False,False,False,False
183,620,11,81,3,1.8,311.0,0,2016,3,9,6,6,False,False,False,False
1089,951,45,84,53,3.8,164.0,0,2018,3,9,3,5,False,False,False,False
2345,670,11,128,331,3.2,2591.0,0,2014,3,11,12,2,False,False,False,False
387,718,30,125,218,2.3,1742.0,0,2012,12,1,31,0,True,False,True,False
140,597,67,121,127,1.4,594.0,0,2014,7,27,1,1,False,True,False,True
1924,670,11,81,297,4.2,336.0,0,2012,12,50,13,3,False,False,False,False
889,915,27,75,280,5.0,31590.0,0,2016,12,52,31,5,True,False,True,False
1600,459,11,128,330,4.4,446.0,0,2013,12,1,30,0,False,False,False,False
262,458,11,128,330,4.3,295.0,0,2019,12,1,30,0,False,False,False,False
2275,457,14,70,35,3.7,2499.0,0,2015,7,27,1,2,False,True,False,True
437,326,11,63,132,3.1,294.0,0,2017,6,25,23,4,False,False,False,False
1744,670,11,128,330,1.5,981.0,1,2018,1,2,12,4,False,False,False,False
638,789,35,107,316,4.8,28821.0,0,2014,1,1,1,2,False,True,False,True
1247,670,11,63,132,1.6,1489.0,0,2013,6,22,1,5,False,True,False,False
1632,226,14,70,35,4.3,1695.0,0,2016,7,26,1,4,False,True,False,True
699,818,45,84,200,4.7,539.0,0,2018,6,25,20,2,False,False,False,False
166,616,7,61,21,4.4,429.0,0,2018,6,25,21,3,False,False,False,False
229,458,11,128,330,1.3,367.0,0,2012,12,52,30,6,False,False,False,False
831,892,35,87,210,4.5,682.0,1,2019,10,40,3,3,False,False,False,False
273,668,30,113,102,4.5,490.0,1,2018,1,2,12,4,False,False,False,False
1709,263,38,35,79,1.5,817.0,0,2017,6,24,14,2,False,False,False,False
599,774,10,19,179,4.0,5572.0,0,2013,4,17,24,2,False,False,False,False
1443,167,45,118,60,1.2,445.0,0,2017,12,52,31,6,True,False,True,False
720,670,68,109,129,1.3,174.0,0,2012,1,2,12,3,False,False,False,False
925,670,73,130,97,4.5,941.0,0,2018,4,15,12,3,False,False,False,False
651,670,11,128,330,4.0,576.0,0,2014,1,1,1,2,False,True,False,True
279,670,11,128,331,3.0,1616.0,0,2020,6,23,1,0,False,True,False,False
588,670,11,63,132,4.7,697.0,0,2019,7,27,1,0,False,True,False,True
850,901,35,12,46,2.1,391.0,0,2018,12,51,20,3,False,False,False,False
1101,670,11,128,330,4.6,290.0,0,2019,7,27,1,0,False,True,False,True
184,621,73,130,305,4.2,354.0,0,2016,4,16,24,6,False,False,False,False
1638,670,11,128,330,3.9,535.0,0,2017,7,26,1,5,False,True,False,True
152,606,45,84,50,5.0,593.0,0,2015,12,50,12,5,False,False,False,False
934,670,9,45,86,3.5,299.0,1,2019,1,2,12,5,False,False,False,False
511,367,3,123,316,4.3,496.0,0,2016,4,16,24,6,False,False,False,False
1224,68,30,125,323,3.6,238.0,0,2017,7,27,3,0,False,False,False,False
1571,208,45,84,203,1.4,450.0,1,2019,5,18,3,4,False,False,False,False
407,670,9,45,86,4.3,353.0,1,2014,1,2,12,6,False,False,False,False
1704,288,11,128,181,4.2,422.0,0,2014,7,27,1,1,False,True,False,True
2341,124,5,3,58,2.7,1372.0,1,2019,1,2,12,5,False,False,False,False
1012,670,11,128,330,3.4,443.0,0,2015,6,23,1,0,False,True,False,False
1033,984,35,87,210,1.5,495.0,1,2016,1,2,12,1,False,False,False,False
695,670,25,129,61,5.0,2289.0,0,2015,4,15,12,6,False,False,False,False
1959,670,11,128,2,4.6,498.0,0,2016,1,53,1,4,False,True,False,True
2264,552,11,81,163,3.9,3889.0,0,2014,12,50,12,4,False,False,False,False
1249,76,63,55,316,2.3,339.0,0,2017,10,40,6,4,False,False,False,False
541,524,45,84,142,3.4,116289.0,0,2013,11,44,3,6,False,False,False,False
428,670,11,81,297,4.5,687.0,0,2017,12,50,15,4,False,False,False,False
2219,436,35,107,316,3.0,37947.0,0,2017,1,52,1,6,False,True,False,True
725,826,7,61,22,4.9,792.0,0,2013,7,27,6,5,False,False,False,False
18,545,11,128,103,3.1,1599.0,0,2016,3,9,3,3,False,False,False,False
1034,985,25,129,61,3.8,492.0,0,2014,2,6,4,1,False,False,False,False
372,711,35,87,210,3.1,143.0,1,2019,1,2,12,5,False,False,False,False
475,753,35,87,210,2.1,243.0,1,2019,1,2,12,5,False,False,False,False
377,714,11,81,159,3.6,588.0,0,2020,10,41,5,0,False,False,False,False
1900,670,11,128,330,4.5,471.0,0,2020,1,1,1,2,False,True,False,True
171,617,14,88,257,4.8,1397.0,1,2014,1,2,12,6,False,False,False,False
1764,670,73,130,197,5.0,948.0,0,2017,7,26,1,5,False,True,False,True
1303,99,14,26,77,1.5,6986.0,0,2018,5,21,26,5,False,False,False,False
2300,670,11,128,331,4.3,899.0,0,2013,12,51,20,4,False,False,False,False
870,905,68,4,94,4.2,4527.0,0,2016,3,9,3,3,False,False,False,False
2375,670,25,129,329,2.5,392.0,0,2012,12,52,29,5,False,False,False,False
1088,1,11,128,330,3.7,616.0,0,2017,12,49,5,1,False,False,False,False
2450,670,11,128,330,4.4,1047.0,0,2017,12,52,31,6,True,False,True,False
1841,670,25,129,329,3.1,952.0,0,2015,12,50,12,5,False,False,False,False
1889,458,11,128,330,1.1,485.0,0,2019,12,1,30,0,False,False,False,False
2370,425,11,128,181,3.8,545.0,0,2013,7,27,1,0,False,True,False,True
2393,670,9,18,106,4.0,1214.0,0,2015,12,53,31,3,True,False,True,False
1310,106,45,118,60,2.6,348.0,0,2014,12,1,31,2,True,False,True,False
1811,124,5,3,58,2.9,1593.0,1,2017,1,2,12,3,False,False,False,False
881,911,35,12,46,3.9,353.0,0,2018,12,51,20,3,False,False,False,False
0,537,11,128,103,3.5,948.0,0,2016,6,24,13,0,False,False,False,False
2412,520,11,63,45,4.5,875.0,0,2020,6,25,16,1,False,False,False,False
1052,989,22,123,316,3.2,1395.0,0,2018,10,40,5,4,False,False,False,False
659,797,11,128,124,1.2,745.0,0,2020,1,2,6,0,False,False,False,False
1879,333,25,129,28,4.0,293.0,0,2014,4,17,23,2,False,False,False,False
749,425,11,128,181,3.2,289.0,0,2019,7,27,1,0,False,True,False,True
54,566,59,123,316,2.8,968.0,0,2019,2,6,4,0,False,False,False,False
1123,14,38,22,125,1.2,189.0,0,2013,3,12,23,5,False,False,False,False
1109,9,11,63,45,1.9,291.0,1,2018,4,17,28,5,False,False,False,False
305,685,35,12,30,3.3,398.0,0,2013,12,1,30,0,False,False,False,False
1913,343,38,69,167,3.6,699.0,1,2013,1,2,12,5,False,False,False,False
268,664,8,126,311,4.8,492.0,0,2017,6,24,14,2,False,False,False,False
953,942,35,12,46,4.3,91.0,0,2018,4,13,1,6,False,True,False,True
2069,395,27,100,316,3.6,1596.0,0,2019,12,52,29,6,False,False,False,False
874,670,25,82,61,4.6,397.0,0,2018,12,50,12,2,False,False,False,False
1899,340,35,107,316,1.7,17428.0,0,2013,6,22,1,5,False,True,False,False
1309,105,31,58,283,3.7,290.0,0,2018,3,9,3,5,False,False,False,False
917,941,35,87,210,1.2,819.0,1,2018,1,2,12,4,False,False,False,False
2297,726,11,128,181,3.9,247.0,0,2017,7,26,1,5,False,True,False,True
1515,190,35,107,316,2.9,35688.0,0,2016,6,22,1,2,False,True,False,False
1688,670,7,9,23,2.9,2942.0,0,2015,3,9,1,6,False,True,False,False
1597,221,11,81,159,3.4,347.0,0,2019,6,25,21,4,False,False,False,False
2172,552,11,63,45,2.6,841.0,0,2017,12,50,12,1,False,False,False,False
1392,142,32,76,93,2.4,1745.0,0,2013,6,25,20,3,False,False,False,False
1139,670,9,45,86,4.9,159.0,1,2018,1,2,12,4,False,False,False,False
731,670,9,45,86,2.5,513.0,1,2018,1,2,12,4,False,False,False,False
1160,33,38,13,31,1.5,796.0,0,2013,4,16,16,1,False,False,False,False
2429,670,48,109,128,1.6,240.0,1,2014,1,2,12,6,False,False,False,False
382,718,7,10,289,1.0,1424.0,1,2018,1,2,12,4,False,False,False,False
1483,186,11,128,124,1.9,1097.0,0,2015,6,23,4,3,False,False,False,False
1909,670,11,81,297,3.5,589.0,0,2014,12,50,13,5,False,False,False,False
516,399,32,30,80,4.8,596.0,0,2017,3,9,3,4,False,False,False,False
635,789,35,107,316,4.5,22637.0,0,2014,6,22,1,6,False,True,False,False
1604,670,25,129,61,4.5,793.0,1,2018,1,2,12,4,False,False,False,False
1535,193,45,118,60,3.4,640.0,0,2016,1,53,1,4,False,True,False,True
1030,981,35,2,48,3.6,216.0,0,2013,2,9,28,3,True,False,False,False
2059,670,73,130,225,4.8,390.0,0,2019,12,50,12,3,False,False,False,False
245,649,11,128,181,4.2,492.0,0,2014,4,17,23,2,False,False,False,False
1742,277,32,15,310,4.8,599.0,0,2018,12,50,12,2,False,False,False,False
2222,436,35,107,316,3.5,34025.0,0,2020,1,1,1,2,False,True,False,True
909,924,67,121,127,4.7,1399.0,0,2018,7,26,1,6,False,True,False,True
1378,459,11,128,330,3.4,310.0,0,2012,12,52,30,6,False,False,False,False
2009,670,11,128,330,1.1,1997.0,0,2015,6,23,1,0,False,True,False,False
904,924,67,121,127,3.5,789.0,0,2019,7,27,1,0,False,True,False,True
1550,199,35,12,46,1.8,241.0,0,2012,12,51,20,3,False,False,False,False
259,658,48,91,314,1.8,957.0,0,2019,2,5,3,6,False,False,False,False
210,618,48,91,111,3.9,424.0,0,2016,3,9,3,3,False,False,False,False
2291,467,9,79,105,1.3,291.0,0,2013,3,9,3,6,False,False,False,False
206,780,11,128,181,1.6,257.0,0,2017,7,26,1,5,False,True,False,True
728,670,9,45,86,5.0,335.0,1,2018,1,2,12,4,False,False,False,False
1858,670,48,23,129,2.8,490.0,1,2015,1,3,12,0,False,False,False,False
2363,495,30,41,148,3.7,889.0,0,2015,11,45,3,1,False,False,False,False
513,393,9,79,208,3.5,194.0,0,2013,5,21,20,0,False,False,False,False
148,602,38,29,233,5.0,295.0,1,2014,1,2,12,6,False,False,False,False
213,403,11,128,181,1.3,182.0,0,2016,7,26,1,4,False,True,False,True
1240,73,35,87,210,2.4,158.0,0,2012,1,2,12,3,False,False,False,False
2103,670,11,81,297,4.8,598.0,0,2016,12,50,12,0,False,False,False,False
134,594,30,117,85,2.8,394.0,0,2020,4,14,1,2,False,True,False,True
1001,966,32,30,80,3.0,442.0,0,2016,12,52,31,5,True,False,True,False
