0_topic,1_topic,2_topic,3_topic,4_topic,5_topic,6_topic,7_topic,8_topic,9_topic,10_topic,11_topic,12_topic,13_topic,14_topic
0.013333354688665406,0.41333333048035414,0.01333333333334065,0.01333333333333644,0.013333333333336674,0.013333333333338918,0.4133333148309352,0.013333333333336375,0.013333333333336887,0.013333333333337813,0.013333333333335176,0.013333333333337711,0.013333333333335745,0.013333333333336361,0.013333333333336573
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.011111137268741605,0.011111111111112506,0.011111111111113727,0.011111135864827752,0.011111111111112308,0.01111111111111311,0.011111113567994753,0.8444443827786633,0.011111111111112385,0.011111111111112716,0.011111119408646635,0.01111111111111268,0.01111111111111198,0.011111111111112197,0.011111111111112274
0.033333333333338586,0.033333333333340036,0.03333333333334626,0.033333333333338606,0.5333333333332437,0.03333333333334312,0.03333333333333867,0.033333333333338495,0.03333333333333942,0.033333333333341104,0.03333333333333631,0.033333333333340924,0.03333333333333735,0.03333333333333847,0.03333333333333885
0.0047619047619048265,0.004761904761904842,0.004761906206760971,0.0047619047619048265,0.004761904761904832,0.004761904857269758,0.004761905197728782,0.004761904761904826,0.004761904761904835,0.004761904761904854,0.004761904761904801,0.0047619047619048525,0.004761904761904813,0.004761904761904826,0.9333333313572872
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.013333392690187343,0.013333333333336871,0.013333333333339989,0.013333333333336158,0.013333333333336368,0.013333333333338415,0.013333338557616578,0.6133332878247769,0.013333333333336563,0.013333333333337407,0.013333333333335008,0.013333333333337315,0.013333333333335529,0.21333331426071322,0.01333333333333628
0.005128205128205289,0.005128205128205329,0.005128213184980998,0.0051282051282052895,0.1589743558700591,0.0051282053980552375,0.005128206361446918,0.005128205128205286,0.005128205128205312,0.005128205128205359,0.005128205128205225,0.005128205128205354,0.005128205128205255,0.005128205128205285,0.7743589679034047
0.9282051131742963,0.00512820675059799,0.0051282059778793255,0.0051282059948030215,0.0051282051282053225,0.005128205128205449,0.00512820512820531,0.005128205128205305,0.005128205128205334,0.005128205128205387,0.0051282051282052375,0.005128213533305968,0.005128207982391798,0.005128205128205305,0.0051282055610829885
0.003508771929825076,0.0035087719298252038,0.003508771929825756,0.0035087719298250775,0.003508771929825115,0.003508771929825477,0.003508771929825083,0.003508771929825067,0.00350877192982515,0.0035087719298252987,0.9508771897282217,0.0035087719298252827,0.0035087719298249657,0.003508771929825065,0.0035087751840507486
0.005128205128205374,0.005128205128205435,0.0051282051282057,0.0051282051282053745,0.005128205128205393,0.005128205128205565,0.005128205128205378,0.00512820512820537,0.00512820512820541,0.005128205128205481,0.9282051054335967,0.0051282051282054725,0.005128205128205321,0.005128205128205369,0.0051282278997327
0.00512820518267633,0.005128205128205174,0.005128205128205213,0.005128208902510572,0.005128205128205168,0.9282051204499383,0.005128205128205166,0.005128205173971891,0.005128205128205172,0.005128205700194887,0.005128208380735238,0.00512820512820518,0.0051282051282051586,0.005128205184331544,0.005128205128205167
0.006666669330722665,0.006666666666666715,0.00666666666666676,0.006666666666666705,0.006666666666666708,0.006666666666666737,0.006666666666666707,0.006666666666666705,0.006666668111363678,0.0066666666666667235,0.0066666666666666905,0.006666666666666722,0.0066666666666666975,0.9066666622885909,0.006666666935988835
0.0041666666666687535,0.004166666666669274,0.31666674522757093,0.004166666666668761,0.004166670926134719,0.00416666683860943,0.004166670739001832,0.00416666666666872,0.004166666666669054,0.00416666666666966,0.6291665706281815,0.004166666666669593,0.004166666666668308,0.00416666666666871,0.0041666756404807066
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.0041666666666687535,0.004166666666669274,0.31666674522757093,0.004166666666668761,0.004166670926134719,0.00416666683860943,0.004166670739001832,0.00416666666666872,0.004166666666669054,0.00416666666666966,0.6291665706281815,0.004166666666669593,0.004166666666668308,0.00416666666666871,0.0041666756404807066
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.006666669330722665,0.006666666666666715,0.00666666666666676,0.006666666666666705,0.006666666666666708,0.006666666666666737,0.006666666666666707,0.006666666666666705,0.006666668111363678,0.0066666666666667235,0.0066666666666666905,0.006666666666666722,0.0066666666666666975,0.9066666622885909,0.006666666935988835
0.516928811702432,0.00416666666666687,0.004166666666667045,0.42890450147160397,0.004166666666666842,0.004166677232970579,0.004166666666666831,0.0041666671869441995,0.004166666666666853,0.004166668413237192,0.004166673992810145,0.004166666666666895,0.004166666666666794,0.004166666666666826,0.004166666666666837
0.006666666666666705,0.0066666666666667165,0.00666666666666676,0.9066666588399537,0.00666666666666671,0.006666670652811629,0.006666666666666707,0.006666667285149125,0.006666666666666712,0.0066666666666667235,0.006666669888751806,0.006666666666666722,0.0066666666666666975,0.006666666666666705,0.006666666666666708
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.00416666666666676,0.004166666666666784,0.004166666666666884,0.004166669026397694,0.004166666666666767,0.0041666686572527775,0.004166666666666762,0.004166667351475241,0.004166666666666774,0.004166666666666801,0.9416666616315397,0.004166666666666798,0.00416666666666674,0.0041666666666667585,0.004166666666666765
0.0035087726392264654,0.0035087719298251387,0.003508772405225804,0.003508772414694285,0.003508771929825059,0.0035087719298253837,0.0035087719298250303,0.003508771929825016,0.00350877192982509,0.003508771929825224,0.0035087719298248425,0.0035087758073488002,0.6877193017538057,0.2666666573690741,0.0035087721720240806
0.006666668406216908,0.9066666649271146,0.006666666666666936,0.006666666666666782,0.00666666666666679,0.006666666666666872,0.006666666666666783,0.006666666666666779,0.006666666666666798,0.006666666666666832,0.006666666666666736,0.006666666666666828,0.006666666666666756,0.006666666666666779,0.006666666666666787
0.006666669330722665,0.006666666666666715,0.00666666666666676,0.006666666666666705,0.006666666666666708,0.006666666666666737,0.006666666666666707,0.006666666666666705,0.006666668111363678,0.0066666666666667235,0.0066666666666666905,0.006666666666666722,0.0066666666666666975,0.9066666622885909,0.006666666935988835
0.006666666666666705,0.0066666666666667165,0.00666666666666676,0.9066666588399537,0.00666666666666671,0.006666670652811629,0.006666666666666707,0.006666667285149125,0.006666666666666712,0.0066666666666667235,0.006666669888751806,0.006666666666666722,0.0066666666666666975,0.006666666666666705,0.006666666666666708
0.004166666666666882,0.0041666666666669355,0.004166666666667167,0.004166666666666883,0.004166666666666898,0.00416666666666705,0.004166666666666885,0.004166666666666878,0.004166666666666913,0.9416666666666632,0.004166666666666798,0.0041666666666669685,0.004166666666666836,0.004166666666666877,0.004166666666666892
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.004166666666666758,0.004166666666666781,0.004166666666666878,0.0041666666666667585,0.0041666666666667655,0.004166666666666829,0.004166666666666759,0.004166666666666757,0.0041666666666667716,0.9416666666666652,0.004166666666666722,0.004166666666666795,0.004166666666666739,0.004166666666666756,0.004166666666666762
0.005128205214005658,0.005128205128205299,0.0051282051282054465,0.005128209049215233,0.005128205128205276,0.005128210187495332,0.005128205128205267,0.005128206189497001,0.005128205128205285,0.0051282056070759705,0.9282051166514128,0.005128205128205321,0.005128205128205236,0.005128205128205263,0.005128206075655687
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.005128207466250663,0.005128205128205195,0.0051282051282052505,0.005128205128205182,0.0051282051282051854,0.005128205128205223,0.005128205128205182,0.005128205128205181,0.9282051236782971,0.0051282051282052045,0.00512820512820516,0.005128205128205202,0.00512820512820517,0.005128207080643797,0.005128205364551329
0.00416667819977157,0.004166666666669041,0.31666674201184664,0.06666663742852107,0.004166666666668712,0.004166666838609848,0.004166672312061566,0.004166666666668536,0.00416666666666884,0.004166666666669392,0.5666665908239192,0.00416666666666933,0.004166666666668161,0.004166666666668527,0.004166679051919377
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.005128205214005658,0.005128205128205299,0.0051282051282054465,0.005128209049215233,0.005128205128205276,0.005128210187495332,0.005128205128205267,0.005128206189497001,0.005128205128205285,0.0051282056070759705,0.9282051166514128,0.005128205128205321,0.005128205128205236,0.005128205128205263,0.005128206075655687
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.006666666666666705,0.0066666666666667165,0.00666666666666676,0.9066666588399537,0.00666666666666671,0.006666670652811629,0.006666666666666707,0.006666667285149125,0.006666666666666712,0.0066666666666667235,0.006666669888751806,0.006666666666666722,0.0066666666666666975,0.006666666666666705,0.006666666666666708
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.004166666666666723,0.004166666666666738,0.004166666666666798,0.004166666666666723,0.9416666661777917,0.004166666666666767,0.004166666666666724,0.004166666666666722,0.004166666666666732,0.004166667062747495,0.004166666666666701,0.0041666666666667455,0.004166666666666711,0.004166666759460116,0.004166666666666726
0.003030303030303429,0.40320137513113596,0.003030303030303955,0.00303030303030343,0.003030303030303459,0.0030303030303037394,0.0030303030303034345,0.003030303030303422,0.0030303030303034857,0.0030303030303036015,0.003030303030303273,0.0030303030303035884,0.003030303030303344,0.5574046854749183,0.003030303030303447
0.009523872182371763,0.009523809523810196,0.009523819117010154,0.009523819308090759,0.0095238095238101,0.009523809523810486,0.009523809523810068,0.009523809523810049,0.009523835741315725,0.009523809523810295,0.009523809523809846,0.009523889360008591,0.009523841749348783,0.00952384989824111,0.866666405976942
0.00416666666666676,0.004166666666666784,0.004166666666666884,0.004166669026397694,0.004166666666666767,0.0041666686572527775,0.004166666666666762,0.004166667351475241,0.004166666666666774,0.004166666666666801,0.9416666616315397,0.004166666666666798,0.00416666666666674,0.0041666666666667585,0.004166666666666765
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.0035087721835990178,0.003508771929824606,0.003508772099889818,0.0035087721032771497,0.0035087719298245996,0.0035087719298246252,0.0035087719298245975,0.003508771929824597,0.0035087719298246027,0.003508771929824613,0.003508771929824583,0.0035087733173643364,0.9508771909109817,0.003508771929824596,0.003508772016466654
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.003921568627451206,0.9450980385974567,0.003921568627451506,0.003921568627451207,0.003921568627451223,0.003921568627451383,0.003921569118029884,0.003921568627451202,0.003921568627451239,0.003921568627451305,0.003921568627451118,0.003921568627451298,0.003921568627451158,0.0039215687550983175,0.003921568627451216
0.004166666666666723,0.004166666666666738,0.004166666666666798,0.004166666666666723,0.9416666661777917,0.004166666666666767,0.004166666666666724,0.004166666666666722,0.004166666666666732,0.004166667062747495,0.004166666666666701,0.0041666666666667455,0.004166666666666711,0.004166666759460116,0.004166666666666726
0.006666691610391691,0.00666666666666717,0.0066666666666676064,0.006666666666667072,0.006666666666667101,0.006666666666667387,0.9066666291430305,0.006666679246571836,0.0066666666666671285,0.006666666666667246,0.006666666666666911,0.006666666666667233,0.006666666666666983,0.006666666666667061,0.006666666666667089
0.006666669330722665,0.006666666666666715,0.00666666666666676,0.006666666666666705,0.006666666666666708,0.006666666666666737,0.006666666666666707,0.006666666666666705,0.006666668111363678,0.0066666666666667235,0.0066666666666666905,0.006666666666666722,0.0066666666666666975,0.9066666622885909,0.006666666935988835
0.003030303030303083,0.9575757573931811,0.0030303030303031513,0.003030303030303083,0.003030303030303087,0.0030303030303031235,0.003030303030303084,0.003030303030303082,0.00303030303030309,0.0030303030303031053,0.0030303030303030624,0.003030303030303104,0.003030303030303072,0.003030303212878938,0.003030303030303085
0.0030303030303032224,0.0030303030303032697,0.003030304775125879,0.0030303030303032233,0.4575757525780631,0.0030303031024698523,0.003030303360109001,0.0030303030303032194,0.0030303030303032497,0.0030303030303033053,0.0030303030303031474,0.0030303030303032987,0.0030303030303031817,0.003030303030303218,0.5030303058811998
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.005128205214005565,0.00512820512820519,0.005128205128205241,0.005128209049210357,0.005128205128205181,0.005128210186737912,0.0051282051282051785,0.005128206189496851,0.005128205128205185,0.005128205607075816,0.928205117599627,0.005128205128205198,0.005128205128205167,0.005128205128205176,0.005128205128205179
0.003508773001208746,0.0035087719298248746,0.0035087726478048526,0.00350877266210536,0.0035087719298248317,0.003508771929825008,0.003508771929824816,0.0035087719298248082,0.70946680225703,0.0035087719298249214,0.0035087719298247137,0.0035087779068944404,0.2449191532223682,0.0035087719298248065,0.003508772863989363
0.6777778019691262,0.011111111111116151,0.01111111111112056,0.01111111111111514,0.177777740449143,0.011111111111118331,0.011111111111115183,0.011111111111115058,0.01111111592862725,0.011111111111116909,0.011111111111113514,0.011111111111116777,0.011111111111114246,0.011111118532750177,0.011111112009191512
0.0035087721835990178,0.003508771929824606,0.003508772099889818,0.0035087721032771497,0.0035087719298245996,0.0035087719298246252,0.0035087719298245975,0.003508771929824597,0.0035087719298246027,0.003508771929824613,0.003508771929824583,0.0035087733173643364,0.9508771909109817,0.003508771929824596,0.003508772016466654
0.00416667819977157,0.004166666666669041,0.31666674201184664,0.06666663742852107,0.004166666666668712,0.004166666838609848,0.004166672312061566,0.004166666666668536,0.00416666666666884,0.004166666666669392,0.5666665908239192,0.00416666666666933,0.004166666666668161,0.004166666666668527,0.004166679051919377
0.516928811702432,0.00416666666666687,0.004166666666667045,0.42890450147160397,0.004166666666666842,0.004166677232970579,0.004166666666666831,0.0041666671869441995,0.004166666666666853,0.004166668413237192,0.004166673992810145,0.004166666666666895,0.004166666666666794,0.004166666666666826,0.004166666666666837
0.004166666966075723,0.004166666666666726,0.0041666676707498495,0.004166666871310081,0.004166666666666717,0.004166666666666751,0.004166666666666714,0.004166666666666713,0.00416666666666672,0.004166666666666734,0.004166666666666694,0.9416666643823092,0.004166667340665589,0.004166666666666713,0.004166666768889032
0.0035087721835990178,0.003508771929824606,0.003508772099889818,0.0035087721032771497,0.0035087719298245996,0.0035087719298246252,0.0035087719298245975,0.003508771929824597,0.0035087719298246027,0.003508771929824613,0.003508771929824583,0.0035087733173643364,0.9508771909109817,0.003508771929824596,0.003508772016466654
0.00512820518267633,0.005128205128205174,0.005128205128205213,0.005128208902510572,0.005128205128205168,0.9282051204499383,0.005128205128205166,0.005128205173971891,0.005128205128205172,0.005128205700194887,0.005128208380735238,0.00512820512820518,0.0051282051282051586,0.005128205184331544,0.005128205128205167
0.006666669330722665,0.006666666666666715,0.00666666666666676,0.006666666666666705,0.006666666666666708,0.006666666666666737,0.006666666666666707,0.006666666666666705,0.006666668111363678,0.0066666666666667235,0.0066666666666666905,0.006666666666666722,0.0066666666666666975,0.9066666622885909,0.006666666935988835
0.0030303030303032224,0.0030303030303032697,0.003030304775125879,0.0030303030303032233,0.4575757525780631,0.0030303031024698523,0.003030303360109001,0.0030303030303032194,0.0030303030303032497,0.0030303030303033053,0.0030303030303031474,0.0030303030303032987,0.0030303030303031817,0.003030303030303218,0.5030303058811998
0.0035087719298249167,0.42456139436501217,0.003508771929825384,0.0035087719298249175,0.5298245695061153,0.003508771929825193,0.003508771929824922,0.003508771929824911,0.003508771929824967,0.0035087727333511453,0.003508771929824778,0.0035087719298250585,0.0035087719298248408,0.003508772167446653,0.0035087719298249327
0.0047619047619048265,0.004761904761904842,0.004761906206760971,0.0047619047619048265,0.004761904761904832,0.004761904857269758,0.004761905197728782,0.004761904761904826,0.004761904761904835,0.004761904761904854,0.004761904761904801,0.0047619047619048525,0.004761904761904813,0.004761904761904826,0.9333333313572872
0.005128205128205374,0.005128205128205435,0.0051282051282057,0.0051282051282053745,0.005128205128205393,0.005128205128205565,0.005128205128205378,0.00512820512820537,0.00512820512820541,0.005128205128205481,0.9282051054335967,0.0051282051282054725,0.005128205128205321,0.005128205128205369,0.0051282278997327
0.004166666966075723,0.004166666666666726,0.0041666676707498495,0.004166666871310081,0.004166666666666717,0.004166666666666751,0.004166666666666714,0.004166666666666713,0.00416666666666672,0.004166666666666734,0.004166666666666694,0.9416666643823092,0.004166667340665589,0.004166666666666713,0.004166666768889032
0.00416666666666676,0.004166666666666784,0.004166666666666884,0.004166669026397694,0.004166666666666767,0.0041666686572527775,0.004166666666666762,0.004166667351475241,0.004166666666666774,0.004166666666666801,0.9416666616315397,0.004166666666666798,0.00416666666666674,0.0041666666666667585,0.004166666666666765
0.0035087726392264654,0.0035087719298251387,0.003508772405225804,0.003508772414694285,0.003508771929825059,0.0035087719298253837,0.0035087719298250303,0.003508771929825016,0.00350877192982509,0.003508771929825224,0.0035087719298248425,0.0035087758073488002,0.6877193017538057,0.2666666573690741,0.0035087721720240806
0.00512820519433007,0.005128205128206261,0.005128205128207235,0.19388388676490245,0.005128205128206104,0.7394494429050822,0.005128205128206047,0.005128205186313993,0.005128205128206165,0.0051282054972589496,0.005128208226995107,0.0051282051282064,0.00512820512820584,0.005128205199467182,0.0051282051282060745
0.006666666666666705,0.0066666666666667165,0.00666666666666676,0.9066666588399537,0.00666666666666671,0.006666670652811629,0.006666666666666707,0.006666667285149125,0.006666666666666712,0.0066666666666667235,0.006666669888751806,0.006666666666666722,0.0066666666666666975,0.006666666666666705,0.006666666666666708
0.005128207466250678,0.005128205128205214,0.005128205128205286,0.005128205128205197,0.005128205128205202,0.0051282051282052505,0.005128205128205198,0.005128205128205196,0.9282051236782969,0.005128205128205225,0.00512820512820517,0.005128205128205224,0.005128205128205182,0.005128207080643812,0.005128205364551344
0.3920010012088061,0.005128205128205528,0.005128205128205874,0.005128210721861326,0.0051282051282054725,0.541332317728625,0.005128205128205453,0.005128206252729344,0.005128205128205494,0.005128207608945504,0.005128210225951825,0.0051282051282055775,0.005128205128205379,0.005128205227436479,0.005128205128205463
0.005128205214005658,0.005128205128205299,0.0051282051282054465,0.005128209049215233,0.005128205128205276,0.005128210187495332,0.005128205128205267,0.005128206189497001,0.005128205128205285,0.0051282056070759705,0.9282051166514128,0.005128205128205321,0.005128205128205236,0.005128205128205263,0.005128206075655687
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.00416666666666676,0.004166666666666784,0.004166666666666884,0.004166669026397694,0.004166666666666767,0.0041666686572527775,0.004166666666666762,0.004166667351475241,0.004166666666666774,0.004166666666666801,0.9416666616315397,0.004166666666666798,0.00416666666666674,0.0041666666666667585,0.004166666666666765
0.006666666666666705,0.0066666666666667165,0.00666666666666676,0.9066666588399537,0.00666666666666671,0.006666670652811629,0.006666666666666707,0.006666667285149125,0.006666666666666712,0.0066666666666667235,0.006666669888751806,0.006666666666666722,0.0066666666666666975,0.006666666666666705,0.006666666666666708
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.006666668406216908,0.9066666649271146,0.006666666666666936,0.006666666666666782,0.00666666666666679,0.006666666666666872,0.006666666666666783,0.006666666666666779,0.006666666666666798,0.006666666666666832,0.006666666666666736,0.006666666666666828,0.006666666666666756,0.006666666666666779,0.006666666666666787
0.009523837210525993,0.009523809523811676,0.009523809523813553,0.009523809523811246,0.009523809523811372,0.009523809523812604,0.3191286387090062,0.5570617960186259,0.00952380952381149,0.009523813754610233,0.009523819069114309,0.009523809523811955,0.009523809523810864,0.009523809523811202,0.009523809523811318
0.006666691610391691,0.00666666666666717,0.0066666666666676064,0.006666666666667072,0.006666666666667101,0.006666666666667387,0.9066666291430305,0.006666679246571836,0.0066666666666671285,0.006666666666667246,0.006666666666666911,0.006666666666667233,0.006666666666666983,0.006666666666667061,0.006666666666667089
0.0035087719298249353,0.003508771929825028,0.0035087719298254293,0.003508771929824936,0.003508771929824964,0.0035087719298252267,0.0035087719298249405,0.003508771929824929,0.0035087719298249886,0.0035087719298250975,0.950877189728224,0.0035087719298250854,0.003508771929824855,0.0035087719298249275,0.0035087751840505183
0.0023809523809524983,0.0023809523809525273,0.0023809527227109367,0.0023809523809524987,0.002380952380952507,0.0023809524035121304,0.0023809524840510614,0.0023809523809524965,0.002380952380952515,0.002380952380952549,0.0023809523809524527,0.002380952380952545,0.0023809523809524735,0.0023809525944880334,0.9666666659857127
0.01111113745874867,0.011111111111111896,0.011111111111112583,0.011111111111111738,0.011111111111111785,0.011111111111112236,0.011111113568011317,0.8444444156398974,0.011111111111111828,0.011111111111112014,0.011111111111111483,0.011111111111111993,0.011111111111111599,0.011111111111111722,0.011111111111111764
0.8666666563843877,0.009523809523809611,0.009523809523809684,0.009523809523809594,0.0095238095238096,0.009523809523809648,0.009523809982927041,0.009523812119822568,0.009523812174519445,0.009523809523809625,0.009523809523809566,0.00952380952380962,0.009523809523809578,0.009523813606100077,0.00952381001795677
0.004166669060395001,0.00416666666666705,0.004166668270803663,0.9416666431967528,0.004166666666666997,0.004166666666667214,0.004166666666666978,0.0041666666666669685,0.004166666666667018,0.004166666666667107,0.004166666666666853,0.004166679932959361,0.0041666720551716985,0.004166666666666968,0.0041666674839143615
